"ID"	"Site"	"A0"	"rate.sec"	"intercept"	"plant.sp"	"caterpillar.sp"	"phytchemdiv"	"host.parasitism"	"dietbreadth"	"max.abs"	"rate.min"	"cov"
"35"	34269	"Costa Rica"	NA	0.000829633	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.04977798	13
"36"	34296	"Costa Rica"	NA	0.000663967	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.03983802	13
"37"	34382	"Costa Rica"	NA	0.001457	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.08742	13
"38"	34279	"Costa Rica"	NA	0.000551433	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.03308598	13
"39"	34314	"Costa Rica"	NA	0.0011772	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.070632	13
"40"	34331	"Costa Rica"	NA	0.000403767	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.02422602	13
"41"	34311	"Costa Rica"	NA	0.00031865	NA	"Piper colonense"	"Quadrus cerealis"	0.92275	0.375	11	NA	0.019119	13
"42"	34297	"Costa Rica"	NA	3.21e-05	NA	"Piper imperiale"	"Quadrus cerealis"	0.84661	0.5	11	NA	0.001927002	6
"43"	34260	"Costa Rica"	NA	0.000385917	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.02315502	19
"44"	34271	"Costa Rica"	NA	0.000542917	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.03257502	19
"45"	34286	"Costa Rica"	NA	0.000434267	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.02605602	19
"46"	34294	"Costa Rica"	NA	0.0002766	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.016596	19
"47"	34301	"Costa Rica"	NA	0.000250933	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.01505598	19
"48"	34302	"Costa Rica"	NA	0.000801467	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.04808802	19
"49"	34292	"Costa Rica"	NA	1.34e-05	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.000805998	19
"50"	34283	"Costa Rica"	NA	4.81e-05	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.002884002	19
"51"	34319	"Costa Rica"	NA	0.000905283	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.05431698	19
"52"	34347	"Costa Rica"	NA	1.64e-05	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.000982002	19
"53"	34300	"Costa Rica"	NA	0.0002864	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.017184	19
"54"	34320	"Costa Rica"	NA	0.000541583	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.03249498	19
"55"	34318	"Costa Rica"	NA	0.000112867	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.00677202	19
"56"	34316	"Costa Rica"	NA	0.000571783	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.03430698	19
"57"	34309	"Costa Rica"	NA	0.000262333	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.01573998	19
"58"	34330	"Costa Rica"	NA	3.82e-05	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.002290002	19
"59"	34306	"Costa Rica"	NA	0.001186867	NA	"Piper multiplinervium"	"Quadrus cerealis"	0.93248	0.083	11	NA	0.07121202	19
"60"	34312	"Costa Rica"	NA	2.06e-05	NA	"Piper reticulatum"	"Quadrus cerealis"	0.91831	0.677	11	NA	0.001237002	18
"61"	34327	"Costa Rica"	NA	0.001041133	NA	"Piper reticulatum"	"Quadrus cerealis"	0.91831	0.677	11	NA	0.06246798	18
"62"	34346	"Costa Rica"	NA	0.0009939	NA	"Piper reticulatum"	"Quadrus cerealis"	0.91831	0.677	11	NA	0.059634	18
"63"	34373	"Costa Rica"	NA	0.000293283	NA	"Piper reticulatum"	"Quadrus cerealis"	0.91831	0.677	11	NA	0.01759698	18
"64"	34326	"Costa Rica"	NA	0.000633383	NA	"Piper reticulatum"	"Quadrus cerealis"	0.91831	0.677	11	NA	0.03800298	18
"65"	34276	"Costa Rica"	NA	0.000254983	NA	"Piper umbricola"	"Quadrus cerealis"	0.88548	0	11	NA	0.01529898	1
